"행정구역","2025년04월_남_총인구수","2025년04월_남_연령구간인구수","2025년04월_남_0~9세","2025년04월_남_10~19세","2025년04월_남_20~29세","2025년04월_남_30~39세","2025년04월_남_40~49세","2025년04월_남_50~59세","2025년04월_남_60~69세","2025년04월_남_70~79세","2025년04월_남_80~89세","2025년04월_남_90~99세","2025년04월_남_100세 이상","2025년04월_여_총인구수","2025년04월_여_연령구간인구수","2025년04월_여_0~9세","2025년04월_여_10~19세","2025년04월_여_20~29세","2025년04월_여_30~39세","2025년04월_여_40~49세","2025년04월_여_50~59세","2025년04월_여_60~69세","2025년04월_여_70~79세","2025년04월_여_80~89세","2025년04월_여_90~99세","2025년04월_여_100세 이상"
"경기도 안양시 동안구 달안동(4117354600)","4,232","4,232","210","266","510","1,067","633","646","532","238","116","14","0","5,241","5,241","166","211","633","1,091","739","796","822","405","292","86","0"
"경기도 안양시 동안구 관양동(4117355200)","15,825","15,825","625","1,103","2,287","2,434","1,858","2,730","2,902","1,367","463","54","2","16,559","16,559","608","991","2,006","1,963","1,837","3,235","3,280","1,655","816","164","4"
"경기도 안양시 동안구 인덕원동(4117355900)","9,188","9,188","448","578","1,427","1,670","1,238","1,580","1,367","600","255","25","0","8,756","8,756","419","611","1,133","1,290","1,173","1,579","1,402","701","377","69","2"
"경기도 안양시 동안구 부림동(4117356600)","12,725","12,725","845","1,033","1,593","2,977","2,065","2,037","1,373","552","220","29","1","13,497","13,497","762","986","1,688","2,762","2,160","2,294","1,634","669","453","89","0"
"경기도 안양시 동안구 평촌동(4117357000)","7,280","7,280","542","737","930","1,052","1,039","1,327","1,121","367","143","20","2","7,580","7,580","506","759","851","1,016","1,143","1,543","1,049","403","267","41","2"
"경기도 안양시 동안구 평안동(4117357600)","10,967","10,967","958","1,746","1,146","1,440","2,164","1,864","1,009","457","166","17","0","11,543","11,543","940","1,670","1,044","1,603","2,427","1,813","1,153","488","309","92","4"
"경기도 안양시 동안구 귀인동(4117357800)","7,916","7,916","586","1,789","793","491","1,572","1,472","727","325","138","23","0","8,068","8,068","514","1,537","762","562","1,977","1,339","758","371","202","46","0"
"경기도 안양시 동안구 호계1동(4117358000)","13,352","13,352","1,669","1,483","1,210","2,631","2,701","1,828","1,208","484","128","10","0","13,318","13,318","1,628","1,364","1,240","2,702","2,510","1,819","1,302","510","200","43","0"
"경기도 안양시 동안구 호계2동(4117359000)","12,449","12,449","984","1,152","1,560","2,118","1,929","1,932","1,781","772","190","30","1","13,117","13,117","940","1,148","1,583","2,028","1,994","2,271","1,914","819","344","76","0"
"경기도 안양시 동안구 호계3동(4117360000)","11,389","11,389","782","973","1,415","1,785","1,667","1,901","1,846","803","199","18","0","11,404","11,404","781","921","1,315","1,678","1,600","2,069","1,903","730","333","71","3"
"경기도 안양시 동안구 범계동(4117361000)","7,206","7,206","462","1,007","924","1,046","1,065","1,295","862","352","167","26","0","7,794","7,794","420","972","854","1,104","1,339","1,384","919","434","278","90","0"
"경기도 안양시 동안구 신촌동(4117362000)","5,956","5,956","389","743","745","727","895","1,053","879","417","97","11","0","6,288","6,288","374","754","707","736","993","1,178","954","382","160","48","2"
"경기도 안양시 동안구 갈산동(4117363000)","5,061","5,061","252","684","655","478","751","909","780","390","141","21","0","5,283","5,283","247","790","544","416","908","901","822","380","209","66","0"
"경기도 부천시 (4119000000)","377,470","377,470","20,778","32,018","45,519","54,591","57,386","65,863","63,408","28,014","8,959","919","15","387,882","387,882","19,686","30,555","44,138","50,527","55,420","69,609","67,732","31,399","15,582","3,136","98"
"경기도 부천시 원미구 (4119200000)","190,411","190,411","10,640","16,391","23,738","28,672","28,953","32,762","31,300","13,377","4,130","442","6","197,605","197,605","10,122","15,764","23,928","27,281","28,711","35,138","33,395","14,587","7,081","1,545","53"
"경기도 부천시 원미구 심곡1동(4119251000)","6,165","6,165","228","385","810","925","1,020","1,141","1,019","471","149","17","0","5,706","5,706","193","361","754","747","793","1,009","1,035","546","219","47","2"
"경기도 부천시 원미구 심곡2동(4119252000)","9,583","9,583","367","413","1,382","1,844","1,509","1,806","1,426","605","213","18","0","8,794","8,794","359","447","1,515","1,415","1,193","1,415","1,330","724","325","68","3"
"경기도 부천시 원미구 심곡3동(4119253000)","5,487","5,487","204","389","719","786","835","953","1,003","436","149","13","0","5,299","5,299","187","330","616","625","695","1,036","1,061","484","219","46","0"
"경기도 부천시 원미구 원미1동(4119254000)","8,316","8,316","366","640","999","1,207","1,187","1,544","1,492","648","214","18","1","8,278","8,278","381","583","866","1,091","1,068","1,567","1,557","774","339","50","2"
"경기도 부천시 원미구 원미2동(4119255000)","5,597","5,597","206","367","574","689","798","1,029","1,102","629","186","17","0","5,623","5,623","204","360","498","579","668","1,033","1,236","686","302","57","0"
"경기도 부천시 원미구 소사동(4119256000)","2,818","2,818","69","150","324","374","376","486","543","363","127","6","0","3,101","3,101","69","135","305","311","303","540","712","466","216","44","0"
"경기도 부천시 원미구 역곡1동(4119257000)","7,932","7,932","368","678","919","1,030","1,193","1,361","1,321","749","283","30","0","8,297","8,297","352","660","861","933","1,215","1,379","1,535","848","432","81","1"
"경기도 부천시 원미구 역곡2동(4119258000)","8,158","8,158","342","623","1,184","1,046","1,214","1,435","1,311","746","225","31","1","8,543","8,543","314","600","1,134","908","1,179","1,478","1,575","860","420","72","3"
"경기도 부천시 원미구 춘의동(4119259000)","6,817","6,817","306","457","867","992","1,028","1,169","1,257","542","179","19","1","6,807","6,807","280","423","802","878","856","1,213","1,232","710","337","73","3"
"경기도 부천시 원미구 도당동(4119260000)","10,203","10,203","421","876","1,286","1,289","1,398","2,105","1,873","720","209","26","0","9,947","9,947","397","810","1,217","1,110","1,223","2,086","1,899","753","385","65","2"
"경기도 부천시 원미구 약대동(4119261000)","8,530","8,530","612","782","971","1,192","1,362","1,463","1,487","538","110","13","0","8,521","8,521","574","757","875","1,107","1,330","1,594","1,504","511","208","59","2"
"경기도 부천시 원미구 중동(4119262000)","10,568","10,568","684","996","1,267","1,495","1,580","1,779","1,756","759","226","25","1","11,015","11,015","627","960","1,197","1,394","1,611","1,943","1,964","834","403","80","2"
"경기도 부천시 원미구 중1동(4119263000)","19,612","19,612","1,366","1,635","2,534","3,644","3,327","3,071","2,739","989","285","22","0","20,857","20,857","1,181","1,642","3,136","3,687","3,342","3,423","2,959","918","466","98","5"
"경기도 부천시 원미구 중2동(4119264000)","14,218","14,218","853","1,471","1,657","1,885","2,153","2,309","2,460","1,082","315","33","0","15,128","15,128","848","1,329","1,676","1,870","2,300","2,675","2,748","1,072","467","139","4"
"경기도 부천시 원미구 중3동(4119265000)","10,247","10,247","585","837","1,186","1,772","1,531","1,566","1,747","744","247","32","0","11,666","11,666","597","833","1,323","1,802","1,651","1,933","2,034","856","514","117","6"
"경기도 부천시 원미구 중4동(4119266000)","7,815","7,815","398","540","918","1,519","1,116","1,181","1,364","573","184","22","0","9,224","9,224","425","573","1,064","1,612","1,259","1,568","1,558","739","346","76","4"
"경기도 부천시 원미구 상동(4119267000)","8,592","8,592","345","704","1,165","1,222","1,104","1,454","1,551","774","243","30","0","8,889","8,889","333","665","1,066","1,167","1,127","1,578","1,631","762","458","95","7"
"경기도 부천시 원미구 상1동(4119268000)","11,284","11,284","750","974","1,279","1,910","1,792","1,763","1,733","818","240","24","1","12,205","12,205","710","896","1,368","1,973","1,897","1,963","2,059","829","414","91","5"
"경기도 부천시 원미구 상2동(4119269000)","13,661","13,661","1,124","1,688","1,722","2,056","2,198","2,319","1,786","556","187","24","1","14,306","14,306","1,100","1,623","1,634","2,163","2,443","2,612","1,739","602","298","90","2"
"경기도 부천시 원미구 상3동(4119270000)","14,808","14,808","1,046","1,786","1,975","1,795","2,232","2,828","2,330","635","159","22","0","15,399","15,399","991","1,777","2,021","1,909","2,558","3,093","2,027","613","313","97","0"
"경기도 부천시 소사구 (4119400000)","110,962","110,962","7,150","9,873","12,111","15,723","18,048","18,097","17,755","8,926","2,979","293","7","115,530","115,530","6,707","9,573","11,586","14,930","17,457","19,396","19,953","10,186","4,770","943","29"
"경기도 부천시 소사구 심곡본1동(4119451000)","7,900","7,900","277","460","887","1,100","1,094","1,471","1,535","750","299","26","1","7,815","7,815","245","455","807","879","964","1,413","1,610","917","445","78","2"
"경기도 부천시 소사구 심곡본동(4119452000)","7,011","7,011","198","428","818","981","957","1,222","1,289","784","310","21","3","7,334","7,334","189","376","844","834","826","1,298","1,518","935","428","84","2"
"경기도 부천시 소사구 소사본동(4119453000)","12,234","12,234","710","681","1,380","2,083","1,630","1,980","2,245","1,109","377","38","1","12,527","12,527","585","663","1,336","1,811","1,448","2,259","2,400","1,337","561","121","6"
"경기도 부천시 소사구 소사본1동(4119454000)","13,568","13,568","751","1,137","1,594","1,798","1,902","2,219","2,491","1,266","377","32","1","14,277","14,277","733","1,107","1,509","1,646","1,920","2,427","2,812","1,385","623","114","1"
"경기도 부천시 소사구 범박동(4119455000)","13,815","13,815","1,509","1,570","1,370","2,103","2,628","1,978","1,629","770","232","26","0","14,385","14,385","1,466","1,586","1,288","2,314","2,663","2,127","1,784","765","325","64","3"
"경기도 부천시 소사구 옥길동(4119456000)","15,375","15,375","1,623","2,504","1,196","1,575","3,813","2,150","1,526","773","199","16","0","15,731","15,731","1,491","2,457","1,127","1,858","3,953","1,995","1,657","772","337","84","0"
"경기도 부천시 소사구 괴안동(4119457000)","8,842","8,842","391","647","1,055","1,290","1,240","1,566","1,577","776","263","37","0","9,383","9,383","375","612","1,054","1,136","1,123","1,769","1,798","861","523","125","7"
"경기도 부천시 소사구 역곡3동(4119458000)","10,615","10,615","615","584","1,198","1,728","1,538","1,741","1,834","980","354","42","1","11,447","11,447","544","570","1,153","1,663","1,393","1,996","2,155","1,255","603","112","3"
"경기도 부천시 소사구 송내1동(4119459000)","9,867","9,867","498","762","1,162","1,481","1,444","1,662","1,697","864","274","23","0","10,391","10,391","519","764","1,108","1,339","1,426","1,847","1,953","945","423","65","2"
"경기도 부천시 소사구 송내2동(4119460000)","11,735","11,735","578","1,100","1,451","1,584","1,802","2,108","1,932","854","294","32","0","12,240","12,240","560","983","1,360","1,450","1,741","2,265","2,266","1,014","502","96","3"
"경기도 부천시 오정구 (4119600000)","76,097","76,097","2,988","5,754","9,670","10,196","10,385","15,004","14,353","5,711","1,850","184","2","74,747","74,747","2,857","5,218","8,624","8,316","9,252","15,075","14,384","6,626","3,731","648","16"
"경기도 부천시 오정구 성곡동(4119651000)","18,896","18,896","798","1,497","2,440","2,402","2,341","3,742","3,665","1,488","472","49","2","19,103","19,103","758","1,394","2,247","2,066","2,320","3,894","3,715","1,617","901","181","10"
"경기도 부천시 오정구 원종1동(4119652000)","10,618","10,618","450","768","1,451","1,529","1,356","2,023","2,025","742","249","25","0","10,663","10,663","384","701","1,300","1,262","1,232","2,288","1,977","912","506","100","1"
"경기도 부천시 오정구 원종2동(4119653000)","9,019","9,019","287","676","1,205","1,229","1,205","1,846","1,741","601","208","21","0","9,133","9,133","294","667","1,160","993","1,100","1,870","1,714","745","514","76","0"
"경기도 부천시 오정구 고강본동(4119654000)","12,678","12,678","436","891","1,608","1,645","1,765","2,585","2,331","991","389","37","0","12,630","12,630","417","812","1,465","1,303","1,631","2,501","2,362","1,289","732","117","1"
"경기도 부천시 오정구 고강1동(4119655000)","6,178","6,178","208","427","812","791","820","1,234","1,183","502","176","25","0","6,284","6,284","209","396","715","701","701","1,257","1,298","588","358","59","2"
"경기도 부천시 오정구 오정동(4119656000)","9,924","9,924","452","866","1,124","1,383","1,588","1,812","1,729","756","196","18","0","9,093","9,093","451","703","928","1,080","1,256","1,696","1,757","776","371","75","0"
"경기도 부천시 오정구 신흥동(4119657000)","8,784","8,784","357","629","1,030","1,217","1,310","1,762","1,679","631","160","9","0","7,841","7,841","344","545","809","911","1,012","1,569","1,561","699","349","40","2"
"경기도 광명시 (4121000000)","138,680","138,680","8,965","14,076","16,389","19,726","22,067","24,264","19,797","9,746","3,317","323","10","144,719","144,719","8,597","13,539","15,841","18,688","22,893","25,007","21,782","11,509","5,733","1,096","34"
"경기도 광명시 광명1동(4121051000)","3,436","3,436","334","252","376","764","647","526","367","136","33","1","0","3,653","3,653","336","306","406","761","614","605","382","165","71","7","0"
"경기도 광명시 광명2동(4121052000)","1,380","1,380","29","72","158","182","182","231","284","170","68","4","0","1,387","1,387","28","69","132","115","158","247","307","210","107","14","0"
"경기도 광명시 광명3동(4121054000)","4,570","4,570","101","278","500","611","588","847","905","512","215","13","0","4,860","4,860","109","258","470","464","500","864","1,072","719","341","62","1"
"경기도 광명시 광명4동(4121055000)","3,626","3,626","146","221","363","511","488","581","694","449","157","15","1","3,747","3,747","142","209","357","401","445","615","761","539","243","35","0"
"경기도 광명시 광명5동(4121056000)","5,674","5,674","256","489","665","727","858","991","958","532","187","11","0","5,967","5,967","260","476","576","627","831","1,037","1,145","642","320","52","1"
"경기도 광명시 광명6동(4121057000)","6,074","6,074","446","616","605","836","1,014","988","897","497","161","14","0","6,384","6,384","434","635","657","814","1,016","1,026","989","544","230","38","1"
"경기도 광명시 광명7동(4121058000)","12,645","12,645","1,010","1,023","1,419","2,155","2,146","1,955","1,732","907","270","27","1","13,106","13,106","954","1,025","1,328","2,129","1,989","2,135","1,988","1,040","438","78","2"
"경기도 광명시 철산1동(4121059000)","5,127","5,127","328","649","679","699","799","899","665","301","100","8","0","5,196","5,196","280","557","604","698","884","955","705","326","156","31","0"
"경기도 광명시 철산2동(4121060000)","2,673","2,673","51","146","325","355","309","542","590","261","84","10","0","2,367","2,367","63","130","320","242","253","456","488","249","141","23","2"
"경기도 광명시 철산3동(4121061000)","17,698","17,698","1,322","2,314","2,109","2,008","2,954","3,141","2,381","1,086","352","29","2","18,591","18,591","1,376","2,198","2,046","2,132","3,356","3,242","2,491","1,105","524","118","3"
"경기도 광명시 철산4동(4121062000)","4,531","4,531","362","414","511","796","767","814","519","257","82","8","1","4,680","4,680","309","403","527","828","785","797","563","296","144","27","1"
"경기도 광명시 하안1동(4121063100)","12,333","12,333","760","1,537","1,420","1,379","2,003","2,325","1,823","817","239","30","0","12,501","12,501","739","1,470","1,296","1,253","2,215","2,232","1,870","880","449","92","5"
"경기도 광명시 하안2동(4121063200)","6,012","6,012","321","372","699","1,210","933","1,059","806","412","175","25","0","6,864","6,864","334","380","695","1,103","972","1,171","1,117","590","407","90","5"
"경기도 광명시 하안3동(4121063300)","8,766","8,766","550","729","1,015","1,318","1,353","1,565","1,261","672","260","41","2","9,798","9,798","480","652","1,055","1,280","1,340","1,722","1,478","1,023","652","112","4"
"경기도 광명시 하안4동(4121063400)","5,610","5,610","361","541","750","1,011","829","1,017","682","303","107","9","0","5,966","5,966","317","499","719","920","937","1,120","803","408","202","39","2"
"경기도 광명시 소하1동(4121064000)","14,243","14,243","968","2,014","1,750","1,487","2,355","2,563","1,838","924","312","31","1","15,239","15,239","941","1,917","1,640","1,556","2,703","2,650","2,175","1,063","489","102","3"
"경기도 광명시 소하2동(4121065000)","12,662","12,662","575","1,239","1,655","1,540","1,716","2,343","2,078","1,083","398","34","1","12,876","12,876","548","1,159","1,401","1,224","1,793","2,348","2,297","1,352","633","118","3"
"경기도 광명시 일직동(4121065500)","10,670","10,670","1,024","1,138","1,320","2,037","2,027","1,716","1,054","290","58","5","1","10,778","10,778","931","1,164","1,559","2,087","2,028","1,678","940","247","110","33","1"
"경기도 광명시 학온동(4121066000)","950","950","21","32","70","100","99","161","263","137","59","8","0","759","759","16","32","53","54","74","107","211","111","76","25","0"
"경기도 평택시 (4122000000)","315,374","315,374","23,789","29,236","41,319","54,310","54,170","52,834","37,462","15,325","6,256","659","14","285,323","285,323","23,027","28,088","32,527","41,885","45,737","47,335","35,427","18,319","10,904","2,012","62"
"경기도 평택시 팽성읍(4122025000)","14,339","14,339","639","913","1,475","1,753","1,996","2,825","2,734","1,335","604","63","2","13,031","13,031","640","825","1,144","1,275","1,551","2,220","2,420","1,605","1,155","191","5"
"경기도 평택시 안중읍(4122025300)","22,400","22,400","1,224","2,576","2,952","3,006","3,731","4,596","2,735","1,059","470","48","3","20,534","20,534","1,218","2,503","2,449","2,119","3,511","4,019","2,432","1,333","793","151","6"
"경기도 평택시 포승읍(4122025600)","13,899","13,899","491","836","1,836","2,374","2,607","2,815","1,877","751","278","34","0","8,580","8,580","531","762","896","1,003","1,300","1,447","1,368","710","459","104","0"
"경기도 평택시 청북읍(4122025900)","14,170","14,170","1,271","1,983","1,256","1,871","3,211","2,248","1,399","645","257","28","1","12,037","12,037","1,182","1,782","974","1,541","2,629","1,539","1,248","663","385","93","1"
"경기도 평택시 진위면(4122031000)","5,969","5,969","148","296","776","814","878","1,112","1,104","580","235","26","0","4,707","4,707","139","277","503","402","537","883","972","596","327","68","3"
"경기도 평택시 서탄면(4122032000)","1,896","1,896","46","93","165","207","239","362","422","247","100","15","0","1,513","1,513","43","74","91","110","146","235","344","243","185","41","1"
"경기도 평택시 고덕면(4122033000)","6,984","6,984","402","396","923","1,334","1,066","1,193","986","472","188","24","0","5,866","5,866","373","382","635","849","722","1,092","936","494","321","61","1"
"경기도 평택시 오성면(4122034000)","3,294","3,294","103","182","301","324","420","657","784","341","163","17","2","2,882","2,882","81","192","218","192","290","494","622","401","318","70","4"
"경기도 평택시 현덕면(4122037000)","3,016","3,016","111","153","254","277","397","552","649","435","169","18","1","2,622","2,622","112","108","191","199","253","396","548","427","316","71","1"
"경기도 평택시 중앙동(4122051000)","22,647","22,647","854","1,978","4,578","3,459","3,086","4,086","2,980","1,122","461","43","0","20,082","20,082","886","1,914","3,074","1,967","2,777","4,022","2,980","1,435","869","152","6"
"경기도 평택시 서정동(4122052000)","12,895","12,895","500","972","1,656","2,036","2,000","2,607","1,941","771","375","37","0","11,972","11,972","494","940","1,320","1,384","1,632","2,328","1,971","1,127","674","100","2"
"경기도 평택시 송탄동(4122053500)","12,168","12,168","1,291","1,138","1,240","2,416","2,281","1,885","1,309","427","165","16","0","11,299","11,299","1,273","1,057","1,126","2,163","1,860","1,840","1,206","458","245","68","3"
"경기도 평택시 지산동(4122055000)","6,877","6,877","177","411","1,192","1,427","1,170","1,280","758","334","123","5","0","5,332","5,332","220","392","829","798","768","940","704","412","229","38","2"
"경기도 평택시 송북동(4122056000)","10,365","10,365","495","958","1,279","1,245","1,587","2,097","1,715","693","263","31","2","10,242","10,242","508","899","1,077","1,045","1,523","1,932","1,738","889","524","100","7"
"경기도 평택시 신장1동(4122057000)","3,500","3,500","220","250","458","608","646","587","432","196","89","14","0","3,193","3,193","215","225","331","486","513","493","410","290","182","48","0"
"경기도 평택시 신장2동(4122058000)","2,650","2,650","55","130","342","410","357","509","472","239","120","16","0","2,172","2,172","43","103","215","214","248","332","439","306","230","41","1"
"경기도 평택시 신평동(4122059000)","10,483","10,483","310","685","1,868","1,624","1,396","1,921","1,613","717","316","33","0","9,180","9,180","275","619","1,426","977","1,132","1,728","1,531","901","523","68","0"
"경기도 평택시 원평동(4122060000)","6,814","6,814","310","356","994","1,413","993","1,117","978","405","227","20","1","5,973","5,973","296","363","793","893","720","1,018","973","557","306","50","4"
"경기도 평택시 통복동(4122061000)","3,070","3,070","217","136","387","672","423","481","419","237","85","13","0","2,780","2,780","181","154","325","503","296","413","468","270","156","14","0"
"경기도 평택시 비전1동(4122062000)","25,306","25,306","2,054","3,280","3,108","3,427","4,633","4,451","2,785","1,109","420","39","0","25,317","25,317","1,871","3,122","2,825","3,246","4,811","4,462","2,782","1,342","720","135","1"
"경기도 평택시 비전2동(4122063000)","27,785","27,785","2,521","3,314","3,320","4,100","4,773","4,610","3,341","1,250","499","57","0","28,483","28,483","2,453","3,138","3,007","4,042","4,844","5,033","3,405","1,571","841","145","4"
"경기도 평택시 용이동(4122063500)","13,654","13,654","1,311","1,839","1,877","2,197","2,739","2,148","1,089","345","100","9","0","11,909","11,909","1,066","1,717","1,529","1,724","2,479","1,817","977","390","172","38","0"
"경기도 평택시 세교동(4122064000)","18,876","18,876","1,750","1,751","2,539","3,395","3,001","3,177","2,188","734","306","34","1","18,473","18,473","1,729","1,753","2,203","2,924","2,710","3,405","2,198","913","553","79","6"
"경기도 평택시 동삭동(4122065000)","22,314","22,314","2,730","2,250","2,675","5,050","4,682","2,834","1,489","446","148","9","1","20,335","20,335","2,617","2,305","2,184","4,365","3,904","2,651","1,497","535","231","45","1"
"경기도 평택시 고덕동(4122066000)","30,003","30,003","4,559","2,360","3,868","8,871","5,858","2,684","1,263","435","95","10","0","26,809","26,809","4,581","2,482","3,162","7,464","4,581","2,596","1,258","451","190","41","3"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","43,208","43,208","1,952","3,809","4,760","4,565","5,806","8,358","7,685","4,064","1,988","218","3","43,487","43,487","1,836","3,684","4,127","3,842","5,543","7,563","7,621","5,168","3,514","574","15"
"경기도 동두천시 생연1동(4125051000)","3,073","3,073","147","247","307","313","370","565","624","324","151","25","0","3,019","3,019","115","235","249","273","328","511","599","374","286","48","1"
"경기도 동두천시 생연2동(4125052000)","5,173","5,173","240","520","537","450","726","1,017","865","489","295","34","0","5,453","5,453","236","503","446","442","660","902","990","712","491","71","0"
"경기도 동두천시 중앙동(4125053500)","2,253","2,253","57","71","176","215","229","461","573","317","135","18","1","2,110","2,110","54","62","150","160","172","308","512","361","276","51","4"
"경기도 동두천시 보산동(4125055000)","1,307","1,307","41","81","129","126","142","266","290","148","76","8","0","1,307","1,307","36","84","110","87","128","238","275","191","139","19","0"
"경기도 동두천시 불현동(4125056500)","12,270","12,270","577","1,076","1,382","1,314","1,656","2,400","2,228","1,065","521","51","0","12,658","12,658","560","1,096","1,276","1,088","1,671","2,361","2,174","1,378","915","135","4"
"경기도 동두천시 송내동(4125056600)","12,273","12,273","634","1,430","1,599","1,428","1,874","2,342","1,639","856","421","49","1","12,858","12,858","617","1,392","1,406","1,292","1,935","2,284","1,794","1,213","783","139","3"
"경기도 동두천시 소요동(4125058000)","4,345","4,345","143","272","418","395","541","805","938","559","254","20","0","3,927","3,927","128","227","320","287","425","642","836","613","386","61","2"
"경기도 동두천시 상패동(4125060000)","2,514","2,514","113","112","212","324","268","502","528","306","135","13","1","2,155","2,155","90","85","170","213","224","317","441","326","238","50","1"
"경기도 안산시 (4127000000)","315,874","315,874","15,893","27,297","45,626","45,706","45,663","61,261","50,560","17,096","6,066","678","28","300,926","300,926","15,255","25,912","40,368","36,983","41,692","61,218","46,448","19,310","11,259","2,401","80"
"경기도 안산시 상록구 (4127100000)","166,019","166,019","7,673","14,532","24,804","22,583","23,666","32,894","26,798","9,166","3,486","400","17","159,200","159,200","7,379","13,884","21,664","18,222","21,916","33,055","24,582","10,570","6,550","1,328","50"
"경기도 안산시 상록구 일동(4127151000)","11,522","11,522","526","1,017","1,577","1,411","1,814","2,461","1,714","703","276","22","1","11,022","11,022","498","1,026","1,461","1,156","1,582","2,249","1,564","908","490","86","2"
"경기도 안산시 상록구 이동(4127151500)","12,150","12,150","318","665","1,966","2,096","1,837","2,413","1,865","667","295","28","0","10,224","10,224","358","604","1,686","1,395","1,303","1,950","1,553","785","478","106","6"
"경기도 안산시 상록구 사동(4127152500)","15,349","15,349","518","1,098","2,564","2,369","2,288","3,123","2,241","725","345","67","11","13,771","13,771","461","1,047","1,953","1,626","1,853","2,875","1,961","906","852","221","16"
"경기도 안산시 상록구 사이동(4127153200)","15,183","15,183","796","1,531","2,166","2,044","2,287","2,916","2,407","742","269","25","0","14,850","14,850","739","1,434","1,937","1,730","2,101","3,147","2,266","873","508","111","4"
"경기도 안산시 상록구 해양동(4127153700)","19,789","19,789","1,628","2,497","3,421","2,306","3,187","3,407","2,511","663","158","11","0","19,677","19,677","1,631","2,485","2,898","2,385","3,469","3,620","2,245","604","262","74","4"
"경기도 안산시 상록구 본오1동(4127154000)","17,821","17,821","757","1,744","2,560","2,283","2,690","3,857","2,646","880","361","42","1","16,579","16,579","723","1,591","2,249","1,819","2,514","3,517","2,289","1,094","674","105","4"
"경기도 안산시 상록구 본오2동(4127155000)","11,871","11,871","470","1,029","1,760","1,537","1,592","2,507","1,905","724","301","46","0","12,233","12,233","453","1,097","1,676","1,273","1,596","2,689","1,942","830","558","117","2"
"경기도 안산시 상록구 본오3동(4127156000)","8,967","8,967","313","599","1,350","1,310","1,158","1,823","1,580","544","259","30","1","8,986","8,986","270","611","1,258","1,089","1,067","2,018","1,504","667","443","58","1"
"경기도 안산시 상록구 부곡동(4127157000)","10,300","10,300","435","922","1,376","1,256","1,389","2,332","1,808","560","199","23","0","9,723","9,723","422","911","1,252","953","1,293","2,186","1,493","661","478","72","2"
"경기도 안산시 상록구 월피동(4127158000)","18,055","18,055","751","1,486","2,974","2,579","2,300","3,559","3,156","903","317","30","0","17,190","17,190","719","1,325","2,519","1,993","2,181","3,839","2,791","1,024","662","132","5"
"경기도 안산시 상록구 성포동(4127159000)","11,934","11,934","607","1,018","1,772","1,769","1,296","2,112","2,360","748","220","31","1","12,476","12,476","567","909","1,594","1,540","1,456","2,748","2,345","772","434","109","2"
"경기도 안산시 상록구 반월동(4127160000)","8,694","8,694","417","593","885","1,116","1,267","1,502","1,649","879","351","33","2","8,531","8,531","397","525","829","952","991","1,509","1,756","992","485","93","2"
"경기도 안산시 상록구 안산동(4127161000)","4,384","4,384","137","333","433","507","561","882","956","428","135","12","0","3,938","3,938","141","319","352","311","510","708","873","454","226","44","0"
"경기도 안산시 단원구 (4127300000)","149,855","149,855","8,220","12,765","20,822","23,123","21,997","28,367","23,762","7,930","2,580","278","11","141,726","141,726","7,876","12,028","18,704","18,761","19,776","28,163","21,866","8,740","4,709","1,073","30"
"경기도 안산시 단원구 와동(4127351000)","18,923","18,923","880","1,734","2,565","2,580","3,148","4,009","2,768","893","322","22","2","16,558","16,558","864","1,558","2,008","1,799","2,574","3,465","2,471","1,060","637","118","4"
"경기도 안산시 단원구 고잔동(4127352500)","9,809","9,809","392","699","1,592","1,746","1,322","1,836","1,510","505","194","13","0","9,922","9,922","382","661","1,723","1,323","1,176","1,931","1,583","663","409","69","2"
"경기도 안산시 단원구 중앙동(4127353200)","11,976","11,976","592","882","2,258","2,363","1,582","1,827","1,732","591","127","22","0","12,185","12,185","636","866","2,491","1,999","1,541","2,074","1,683","576","241","78","0"
"경기도 안산시 단원구 호수동(4127353500)","21,102","21,102","1,417","2,326","3,150","2,770","2,882","3,942","3,428","873","273","41","0","20,848","20,848","1,246","2,235","2,854","2,624","3,152","4,411","2,911","837","445","129","4"
"경기도 안산시 단원구 원곡동(4127354500)","3,014","3,014","88","153","202","298","357","790","693","279","145","8","1","2,324","2,324","101","123","152","173","266","497","469","332","185","26","0"
"경기도 안산시 단원구 백운동(4127355500)","11,991","11,991","940","946","1,434","2,235","1,700","1,940","1,922","669","178","27","0","11,950","11,950","857","910","1,345","2,073","1,592","2,209","1,929","709","265","60","1"
"경기도 안산시 단원구 신길동(4127356500)","11,059","11,059","495","1,097","1,342","1,392","1,777","2,260","1,811","661","205","19","0","9,559","9,559","468","997","1,083","892","1,434","1,943","1,628","727","318","67","2"
"경기도 안산시 단원구 초지동(4127357000)","23,120","23,120","1,430","2,021","3,297","4,004","3,571","4,202","3,058","1,108","377","48","4","22,063","22,063","1,384","1,935","2,824","3,163","3,223","4,252","2,977","1,285","790","220","10"
"경기도 안산시 단원구 선부1동(4127358000)","8,518","8,518","499","601","1,083","1,515","1,342","1,518","1,370","447","129","14","0","8,228","8,228","493","560","1,004","1,213","1,104","1,561","1,368","548","299","78","0"
