"행정구역","2025년04월_남_총인구수","2025년04월_남_연령구간인구수","2025년04월_남_0~9세","2025년04월_남_10~19세","2025년04월_남_20~29세","2025년04월_남_30~39세","2025년04월_남_40~49세","2025년04월_남_50~59세","2025년04월_남_60~69세","2025년04월_남_70~79세","2025년04월_남_80~89세","2025년04월_남_90~99세","2025년04월_남_100세 이상","2025년04월_여_총인구수","2025년04월_여_연령구간인구수","2025년04월_여_0~9세","2025년04월_여_10~19세","2025년04월_여_20~29세","2025년04월_여_30~39세","2025년04월_여_40~49세","2025년04월_여_50~59세","2025년04월_여_60~69세","2025년04월_여_70~79세","2025년04월_여_80~89세","2025년04월_여_90~99세","2025년04월_여_100세 이상"
"경기도 안산시 단원구 선부2동(4127359000)","9,192","9,192","524","734","1,189","1,366","1,370","1,867","1,508","448","164","19","3","8,051","8,051","541","627","982","1,190","1,107","1,603","1,166","509","277","47","2"
"경기도 안산시 단원구 선부3동(4127360000)","16,457","16,457","825","1,393","2,421","2,471","2,471","3,263","2,639","736","214","24","0","15,596","15,596","783","1,390","2,032","2,000","2,226","3,334","2,418","842","476","93","2"
"경기도 안산시 단원구 대부동(4127361000)","4,694","4,694","138","179","289","383","475","913","1,323","720","252","21","1","4,442","4,442","121","166","206","312","381","883","1,263","652","367","88","3"
"경기도 고양시 (4128000000)","518,778","518,778","32,773","49,059","62,765","72,414","78,727","95,255","78,531","32,455","14,825","1,940","34","546,503","546,503","31,604","47,135","62,361","72,112","81,640","101,790","79,463","39,021","25,979","5,263","135"
"경기도 고양시 덕양구 (4128100000)","240,515","240,515","16,649","20,723","27,311","36,120","38,195","42,041","35,795","15,942","6,960","767","12","249,926","249,926","15,931","20,114","27,077","35,893","37,482","43,398","36,434","19,233","12,026","2,275","63"
"경기도 고양시 덕양구 주교동(4128151000)","5,436","5,436","160","401","611","610","671","1,156","1,161","471","170","25","0","5,028","5,028","135","294","536","434","550","1,049","1,050","532","371","76","1"
"경기도 고양시 덕양구 원신동(4128152000)","10,636","10,636","953","1,229","870","1,292","2,112","1,615","1,442","813","285","23","2","11,738","11,738","1,027","1,355","779","1,458","2,189","1,700","1,803","901","431","94","1"
"경기도 고양시 덕양구 흥도동(4128153000)","14,558","14,558","1,189","1,759","1,507","2,061","2,997","2,336","1,626","793","271","18","1","15,096","15,096","1,133","1,766","1,657","2,194","2,980","2,183","1,751","920","422","89","1"
"경기도 고양시 덕양구 성사1동(4128154000)","11,790","11,790","602","884","1,402","1,755","1,664","2,264","1,952","859","365","42","1","11,943","11,943","527","794","1,335","1,535","1,607","2,202","2,043","1,101","647","148","4"
"경기도 고양시 덕양구 성사2동(4128155000)","4,960","4,960","196","378","594","655","583","928","893","477","232","24","0","5,429","5,429","199","368","524","591","624","1,020","1,053","545","427","76","2"
"경기도 고양시 덕양구 효자동(4128156000)","12,863","12,863","1,947","1,054","1,047","2,509","2,701","1,540","1,219","624","208","14","0","13,425","13,425","1,891","1,089","1,206","2,938","2,390","1,657","1,189","632","364","68","1"
"경기도 고양시 덕양구 삼송1동(4128157600)","10,644","10,644","943","832","1,131","2,166","1,955","1,524","1,251","570","251","21","0","11,597","11,597","893","826","1,562","2,374","1,917","1,699","1,332","611","324","56","3"
"경기도 고양시 덕양구 삼송2동(4128157700)","12,984","12,984","1,009","970","1,349","2,653","2,164","1,820","1,618","940","415","45","1","15,258","15,258","1,002","925","1,949","2,935","2,108","2,270","1,976","1,301","678","114","0"
"경기도 고양시 덕양구 창릉동(4128158000)","11,202","11,202","1,179","895","939","2,453","2,195","1,515","1,194","574","227","30","1","11,772","11,772","1,187","840","1,115","2,646","2,098","1,561","1,252","684","326","59","4"
"경기도 고양시 덕양구 고양동(4128159000)","13,782","13,782","604","1,367","1,602","1,355","1,957","2,795","2,221","1,274","545","61","1","13,728","13,728","596","1,282","1,366","1,152","1,931","2,599","2,247","1,526","879","144","6"
"경기도 고양시 덕양구 관산동(4128160000)","17,152","17,152","627","1,197","1,756","1,812","2,388","3,421","3,521","1,673","706","51","0","16,658","16,658","566","1,148","1,445","1,405","2,109","3,165","3,480","1,954","1,158","217","11"
"경기도 고양시 덕양구 능곡동(4128161000)","8,960","8,960","544","659","1,051","1,372","1,171","1,616","1,593","639","293","22","0","8,628","8,628","460","592","905","1,157","1,133","1,736","1,455","681","424","82","3"
"경기도 고양시 덕양구 화정1동(4128162100)","16,997","16,997","623","1,486","2,478","2,292","2,020","3,350","2,862","1,097","696","92","1","18,162","18,162","607","1,416","2,445","2,081","2,247","3,687","2,821","1,487","1,177","185","9"
"경기도 고양시 덕양구 화정2동(4128162200)","15,103","15,103","869","1,572","1,949","2,180","2,158","3,002","2,056","797","448","72","0","16,290","16,290","890","1,489","1,952","2,085","2,565","3,141","2,087","1,072","848","158","3"
"경기도 고양시 덕양구 행주동(4128163000)","6,789","6,789","182","331","803","890","854","1,424","1,465","589","221","30","0","6,043","6,043","153","308","700","662","656","1,180","1,192","673","428","89","2"
"경기도 고양시 덕양구 행신1동(4128164000)","9,741","9,741","516","800","1,212","1,361","1,286","1,854","1,736","649","290","37","0","10,392","10,392","428","786","1,169","1,311","1,339","2,045","1,793","851","553","115","2"
"경기도 고양시 덕양구 행신2동(4128165000)","14,394","14,394","789","1,034","2,005","2,443","1,955","2,563","2,276","858","418","51","2","15,304","15,304","792","1,098","1,839","2,335","2,018","2,893","2,277","1,074","811","164","3"
"경기도 고양시 덕양구 행신3동(4128165500)","10,545","10,545","511","987","1,479","1,384","1,256","2,092","1,814","638","340","44","0","11,860","11,860","471","934","1,458","1,480","1,483","2,660","1,791","826","633","122","2"
"경기도 고양시 덕양구 행신4동(4128165600)","9,570","9,570","308","839","1,364","1,111","1,206","2,106","1,712","633","258","32","1","9,403","9,403","265","797","1,109","926","1,130","1,984","1,691","818","562","119","2"
"경기도 고양시 덕양구 화전동(4128166000)","13,905","13,905","1,693","1,237","1,218","2,324","3,086","1,936","1,460","703","227","20","1","13,944","13,944","1,540","1,211","1,191","2,586","2,778","1,894","1,496","758","415","72","3"
"경기도 고양시 덕양구 대덕동(4128167000)","8,504","8,504","1,205","812","944","1,442","1,816","1,184","723","271","94","13","0","8,228","8,228","1,169","796","835","1,608","1,630","1,073","655","286","148","28","0"
"경기도 고양시 일산동구 (4128500000)","142,227","142,227","8,357","13,751","17,932","19,576","21,152","26,790","21,779","8,445","3,860","571","14","151,042","151,042","8,125","12,989","18,469","19,732","22,576","28,979","21,865","9,880","6,833","1,555","39"
"경기도 고양시 일산동구 식사동(4128551000)","19,785","19,785","1,708","2,754","2,470","1,998","3,433","3,838","2,382","825","332","42","3","20,892","20,892","1,634","2,591","2,507","2,366","3,894","3,941","2,318","921","598","119","3"
"경기도 고양시 일산동구 중산1동(4128552500)","9,811","9,811","360","777","1,316","1,241","1,103","1,816","2,009","756","368","65","0","10,520","10,520","367","722","1,166","1,129","1,138","2,183","2,042","907","689","171","6"
"경기도 고양시 일산동구 중산2동(4128552600)","11,070","11,070","755","1,169","1,375","1,270","1,684","2,108","1,635","748","293","33","0","12,111","12,111","723","1,113","1,255","1,312","1,781","2,462","1,894","894","538","137","2"
"경기도 고양시 일산동구 정발산동(4128553000)","10,350","10,350","385","908","1,488","1,479","1,300","1,882","1,743","769","347","48","1","11,033","11,033","385","825","1,416","1,326","1,432","2,252","1,798","925","557","113","4"
"경기도 고양시 일산동구 풍산동(4128554000)","17,569","17,569","1,055","2,003","2,291","2,014","2,507","3,353","2,707","1,080","489","68","2","19,054","19,054","1,078","1,815","2,126","2,108","2,868","3,770","2,910","1,335","850","189","5"
"경기도 고양시 일산동구 백석1동(4128555100)","13,573","13,573","742","1,208","1,800","2,130","1,942","2,498","2,079","789","341","43","1","14,963","14,963","735","1,138","1,982","2,080","2,112","2,974","2,234","960","626","119","3"
"경기도 고양시 일산동구 백석2동(4128555200)","9,550","9,550","292","530","1,226","1,635","1,398","2,015","1,536","628","263","26","1","10,516","10,516","298","511","1,675","1,673","1,469","2,041","1,447","760","533","107","2"
"경기도 고양시 일산동구 마두1동(4128556000)","10,816","10,816","498","1,460","1,472","1,170","1,416","2,118","1,733","605","300","43","1","11,821","11,821","511","1,435","1,488","1,212","1,825","2,288","1,721","720","501","119","1"
"경기도 고양시 일산동구 마두2동(4128557000)","7,164","7,164","401","1,071","857","637","1,140","1,344","1,058","359","235","61","1","8,124","8,124","401","1,035","885","765","1,402","1,511","1,072","465","469","116","3"
"경기도 고양시 일산동구 장항1동(4128558000)","8,415","8,415","1,328","609","626","2,051","1,613","1,007","775","296","103","7","0","8,331","8,331","1,227","577","720","2,348","1,419","926","684","274","125","30","1"
"경기도 고양시 일산동구 장항2동(4128559000)","13,003","13,003","358","620","1,792","2,552","2,118","2,591","1,863","664","375","68","2","13,654","13,654","326","658","2,385","2,358","2,039","2,638","1,697","769","646","134","4"
"경기도 고양시 일산동구 고봉동(4128560000)","11,121","11,121","475","642","1,219","1,399","1,498","2,220","2,259","926","414","67","2","10,023","10,023","440","569","864","1,055","1,197","1,993","2,048","950","701","201","5"
"경기도 고양시 일산서구 (4128700000)","136,036","136,036","7,767","14,585","17,522","16,718","19,380","26,424","20,957","8,068","4,005","602","8","145,535","145,535","7,548","14,032","16,815","16,487","21,582","29,413","21,164","9,908","7,120","1,433","33"
"경기도 고양시 일산서구 일산1동(4128751000)","12,010","12,010","598","1,071","1,616","1,521","1,583","2,231","2,031","856","446","56","1","13,049","13,049","604","1,028","1,526","1,430","1,651","2,697","2,135","1,106","746","123","3"
"경기도 고양시 일산서구 일산2동(4128752000)","9,212","9,212","389","617","1,162","1,169","1,077","1,827","1,953","673","299","46","0","9,441","9,441","387","579","1,054","1,084","1,046","1,959","1,880","796","538","117","1"
"경기도 고양시 일산서구 일산3동(4128753000)","16,082","16,082","1,109","2,525","1,908","1,675","2,637","2,991","2,139","721","316","61","0","17,350","17,350","1,022","2,436","1,776","1,817","3,260","3,335","2,109","875","582","137","1"
"경기도 고양시 일산서구 탄현1동(4128754500)","14,457","14,457","906","1,358","2,040","1,960","2,011","2,968","2,164","632","364","51","3","14,939","14,939","832","1,241","1,993","1,790","2,160","3,221","2,002","839","701","157","3"
"경기도 고양시 일산서구 탄현2동(4128754600)","8,970","8,970","673","1,120","1,019","1,075","1,497","1,644","1,182","482","254","24","0","9,795","9,795","667","1,036","1,044","1,107","1,640","1,851","1,320","631","430","69","0"
"경기도 고양시 일산서구 주엽1동(4128755000)","12,261","12,261","612","1,364","1,583","1,532","1,640","2,303","1,789","830","518","90","0","13,915","13,915","564","1,283","1,570","1,573","1,999","2,683","2,042","1,070","934","191","6"
"경기도 고양시 일산서구 주엽2동(4128756000)","12,407","12,407","722","1,330","1,414","1,509","1,701","2,304","1,969","829","526","102","1","14,292","14,292","698","1,357","1,483","1,517","2,026","2,692","2,122","1,137","1,044","207","9"
"경기도 고양시 일산서구 대화동(4128757000)","16,555","16,555","795","1,327","2,471","2,619","2,287","3,016","2,559","1,018","405","57","1","17,445","17,445","821","1,247","2,372","2,531","2,337","3,446","2,585","1,189","757","157","3"
"경기도 고양시 일산서구 송포동(4128758000)","9,919","9,919","574","950","1,301","1,302","1,384","1,940","1,540","593","293","42","0","10,253","10,253","576","912","1,167","1,288","1,554","2,124","1,476","670","394","90","2"
"경기도 고양시 일산서구 덕이동(4128760000)","15,093","15,093","989","1,854","1,745","1,578","2,366","3,123","2,228","842","330","37","1","15,748","15,748","958","1,846","1,753","1,573","2,594","3,263","2,182","920","550","105","4"
"경기도 고양시 일산서구 가좌동(4128761000)","9,070","9,070","400","1,069","1,263","778","1,197","2,077","1,403","592","254","36","1","9,308","9,308","419","1,067","1,077","777","1,315","2,142","1,311","675","444","80","1"
"경기도 과천시 (4129000000)","41,109","41,109","4,420","4,165","4,633","6,247","6,496","6,158","5,484","2,381","979","141","5","43,205","43,205","4,244","4,040","4,447","6,710","6,695","6,809","5,717","2,638","1,507","386","12"
"경기도 과천시 중앙동(4129051000)","5,487","5,487","399","515","686","745","730","823","926","449","180","32","2","5,906","5,906","398","466","632","787","836","1,039","987","425","255","77","4"
"경기도 과천시 원문동(4129051500)","7,817","7,817","880","1,049","767","914","1,455","1,227","955","367","177","26","0","8,334","8,334","865","966","790","1,091","1,559","1,302","976","443","285","56","1"
"경기도 과천시 갈현동(4129052000)","8,387","8,387","1,645","834","786","1,676","1,526","1,069","585","195","62","8","1","8,768","8,768","1,624","916","827","2,014","1,411","1,037","508","231","155","44","1"
"경기도 과천시 별양동(4129053000)","7,118","7,118","633","783","817","1,028","1,108","1,070","1,040","446","163","29","1","7,581","7,581","592","750","784","1,069","1,214","1,215","1,125","474","289","68","1"
"경기도 과천시 부림동(4129054000)","5,894","5,894","530","503","702","932","879","894","924","346","158","25","1","6,145","6,145","463","501","680","935","886","1,030","956","410","220","61","3"
"경기도 과천시 과천동(4129055000)","3,148","3,148","183","183","386","504","425","474","553","304","123","13","0","3,031","3,031","164","179","302","449","378","486","585","308","134","44","2"
"경기도 과천시 문원동(4129056000)","3,258","3,258","150","298","489","448","373","601","501","274","116","8","0","3,440","3,440","138","262","432","365","411","700","580","347","169","36","0"
"경기도 구리시 (4131000000)","92,306","92,306","5,410","8,517","11,074","12,759","14,462","16,424","14,609","6,354","2,465","226","6","94,227","94,227","5,209","7,903","10,881","12,028","14,103","17,493","14,716","7,423","3,836","619","16"
